"Name","Type","Level","Race","Attribute","ATK","DEF","Cluster"
"Elemental HERO Neo Bubbleman","Effect Monster",4,"Warrior","WATER",800,1200,"cluster_6"
"Chronomaly Tula Guardian","Effect Monster",5,"Rock","EARTH",1800.0000000000002,900.0000000000001,"cluster_6"
"Revived King Ha Des","Synchro Monster",5.999999999999999,"Zombie","DARK",2450.0000000000005,0,"cluster_2"
"Battlin' Boxer Glassjaw","Effect Monster",4,"Warrior","FIRE",2000,0,"cluster_2"
"Steam Gyroid","Fusion Monster",5.999999999999999,"Machine","EARTH",2200,1600,"cluster_0"
"Cyber Dragon Zwei","Effect Monster",4,"Machine","LIGHT",1500,1000,"cluster_4"
"Darkfire Soldier 1","Normal Monster",4,"Pyro","FIRE",1700.0000000000002,1150,"cluster_5"
"Black Luster Soldier","Ritual Monster",8,"Warrior","EARTH",3000,2500,"cluster_3"
"Headless Knight","Normal Monster",4,"Fiend","EARTH",1450.0000000000002,1700.0000000000002,"cluster_2"
"Warrior Lady of the Wasteland","Effect Monster",4,"Warrior","EARTH",1100,1200,"cluster_6"
"Blazing Inpachi","Normal Monster",4,"Pyro","FIRE",1850,0,"cluster_5"
"Flower Cardian Cherry Blossom with Curtain","Effect Monster",3,"Warrior","DARK",2000,2000,"cluster_2"
"Scarr, Scout of Dark World","Effect Monster",2,"Fiend","DARK",500,500,"cluster_2"
"Majespecter Cat - Nekomata","Pendulum Effect Monster",3,"Spellcaster","WIND",100,1800.0000000000002,"cluster_3"
"Counselor Lily","Tuner Monster",3,"Fairy","EARTH",400,1500,"cluster_1"
"Wattberyx","Tuner Monster",3,"Thunder","LIGHT",300,0,"cluster_4"
"Machina Fortress","Effect Monster",7,"Machine","EARTH",2500,1600,"cluster_4"
"Samsara Lotus","Effect Monster",1,"Plant","DARK",0,0,"cluster_5"
"Humanoid Worm Drake","Fusion Monster",7,"Aqua","WATER",2200,2000,"cluster_0"
"Flying Penguin","Normal Monster",4,"Aqua","WATER",1200,1000,"cluster_4"
"Hannibal Necromancer","Effect Monster",4,"Spellcaster","DARK",1400.0000000000002,1800.0000000000002,"cluster_1"
"Splendid Venus","Effect Monster",8,"Fairy","LIGHT",2800.0000000000005,2400,"cluster_1"
"Weeping Idol","Effect Monster",2,"Rock","DARK",0,500,"cluster_2"
"Creation Resonator","Tuner Monster",3,"Fiend","WIND",800,600,"cluster_6"
"Koa'ki Meiru Ghoulungulate","Effect Monster",5,"Zombie","EARTH",2500,1700.0000000000002,"cluster_2"
"Bujingi Turtle","Effect Monster",4,"Beast","LIGHT",1700.0000000000002,1200,"cluster_1"
"Gazelle the King of Mythical Beasts","Normal Monster",4,"Beast","EARTH",1500,1200,"cluster_1"
"Arcana Force EX - The Light Ruler","Effect Monster",10,"Fairy","LIGHT",4000,4000,"cluster_1"
"Queen's Double","Effect Monster",1,"Warrior","EARTH",350.00000000000006,300,"cluster_6"
"Shopina the Melodious Maestra","Effect Monster",7,"Fairy","LIGHT",2300,1700.0000000000002,"cluster_1"
"Raidraptor - Fuzzy Lanius","Effect Monster",4,"Winged Beast","DARK",500,1500,"cluster_2"
"Gladiator Beast Murmillo","Effect Monster",3,"Fish","WATER",800,400,"cluster_1"
"XX-Saber Boggart Knight","Effect Monster",4,"Beast-Warrior","EARTH",1900,1000,"cluster_4"
"Uria, Lord of Searing Flames","Effect Monster",10,"Pyro","FIRE",0,0,"cluster_5"
"Doomkaiser Dragon","Synchro Monster",5.999999999999999,"Zombie","FIRE",2400,1500,"cluster_2"
"Magical Exemplar","Effect Monster",4,"Spellcaster","EARTH",1700.0000000000002,1400.0000000000002,"cluster_1"
"Paladin of Felgrand","Effect Monster",4,"Warrior","LIGHT",1700.0000000000002,300,"cluster_6"
"Beaked Snake","Normal Monster",3,"Reptile","EARTH",800,900.0000000000001,"cluster_5"
"Emissary of the Oasis","Effect Monster",3,"Spellcaster","LIGHT",600,400,"cluster_1"
"Bubonic Vermin","Flip Effect Monster",3,"Beast","EARTH",900.0000000000001,600,"cluster_1"
"Mazera DeVille","Effect Monster",8,"Fiend","DARK",2800.0000000000005,2300,"cluster_2"
"Turbo Rocket","Tuner Monster",2,"Machine","WIND",0,0,"cluster_4"
"Fluffal Mouse","Effect Monster",1,"Fairy","EARTH",100,100,"cluster_1"
"Arcana Knight Joker","Fusion Monster",9,"Warrior","LIGHT",3800,2500,"cluster_3"
"Arcana Knight Joker","Fusion Monster",9,"Warrior","LIGHT",3800,2500,"cluster_3"
"Brron, Mad King of Dark World","Effect Monster",4,"Fiend","DARK",1800.0000000000002,400,"cluster_2"
"R-Genex Turbo","Effect Monster",4,"Machine","WIND",1500,1300,"cluster_4"
"Amorphage Pride","Pendulum Effect Monster",4,"Dragon","EARTH",1750.0000000000002,0,"cluster_0"
"The Wicked Worm Beast","Effect Monster",3,"Beast","EARTH",1400.0000000000002,700.0000000000001,"cluster_1"
"Burglar","Normal Monster",3,"Beast","EARTH",850.0000000000001,800,"cluster_1"
"Koa'ki Meiru Boulder","Effect Monster",4,"Rock","EARTH",1200,1000,"cluster_6"
"DZW - Chimera Clad","Effect Monster",1,"Fiend","DARK",0,0,"cluster_2"
"Rapid-Fire Magician","Effect Monster",4,"Spellcaster","DARK",1600,1200,"cluster_1"
"Dawn Knight","Effect Monster",4,"Warrior","LIGHT",1400.0000000000002,1200,"cluster_6"
"Brotherhood of the Fire Fist - Bear","Effect Monster",4,"Beast-Warrior","FIRE",1600,1200,"cluster_4"
"Eldeen","Normal Monster",3,"Spellcaster","LIGHT",950,1000,"cluster_1"
"Gaia The Fierce Knight","Normal Monster",7,"Warrior","EARTH",2300,2100,"cluster_6"
"Gaia The Fierce Knight","Normal Monster",7,"Warrior","EARTH",2300,2100,"cluster_6"
"Cyber Commander","Normal Monster",2,"Machine","DARK",750,700.0000000000001,"cluster_4"
"Kaiser Sea Snake","Effect Monster",8,"Sea Serpent","WATER",2500,1000,"cluster_4"
"Wroughtweiler","Effect Monster",3,"Machine","EARTH",800,1200,"cluster_4"
"Radius, the Half-Moon Dragon","Effect Monster",4,"Dragon","LIGHT",1400.0000000000002,1200,"cluster_5"
"Traptrix Rafflesia","XYZ Monster",4,"Plant","EARTH",300,2500,"cluster_5"
"Izanagi","Effect Monster",5.999999999999999,"Fairy","WIND",2200,1000,"cluster_1"
"Thermal Genex","Synchro Monster",8,"Machine","FIRE",2400,1200,"cluster_4"
"Blaze Fenix, the Burning Bombardment Bird","Fusion Monster",8,"Pyro","FIRE",2800.0000000000005,2300,"cluster_5"
"Fog King","Effect Monster",7,"Spellcaster","WATER",0,0,"cluster_1"
"Beautunaful Princess","Effect Monster",1,"Fish","WATER",0,0,"cluster_1"
"Beginning Knight","Effect Monster",4,"Warrior","LIGHT",500,2000,"cluster_6"
"Frostosaurus","Normal Monster",5.999999999999999,"Dinosaur","WATER",2600,1700.0000000000002,"cluster_5"
"Seiyaryu","Normal Monster",7,"Dragon","LIGHT",2500,2300,"cluster_5"
"The Great Emperor Penguin","Effect Monster",5,"Aqua","WATER",1800.0000000000002,1500,"cluster_4"
"Barox","Fusion Monster",5,"Fiend","DARK",1380.0000000000002,1530,"cluster_3"
"Super-Ancient Dinobeast","Effect Monster",8,"Dinosaur","EARTH",2700,1400.0000000000002,"cluster_5"
"Phantom King Hydride","Tuner Monster",3,"Fiend","DARK",1500,300,"cluster_2"
"Power Breaker","Effect Monster",4,"Warrior","EARTH",1900,0,"cluster_6"
"Harpie's Pet Baby Dragon","Effect Monster",4,"Dragon","WIND",1200,600,"cluster_5"
"Schwarzschild Limit Dragon","Effect Monster",8,"Dragon","DARK",2000,0,"cluster_5"
"Dark Scorpion - Cliff the Trap Remover","Effect Monster",3,"Warrior","DARK",1200,1000,"cluster_2"
"Woodland Sprite","Effect Monster",3,"Plant","EARTH",900.0000000000001,400,"cluster_5"
"Insect Soldiers of the Sky","Effect Monster",3,"Insect","WIND",1000,800,"cluster_5"
"Power Giant","Effect Monster",5.999999999999999,"Rock","EARTH",2200,0,"cluster_6"
"Express Train Trolley Olley","Effect Monster",4,"Machine","EARTH",1800.0000000000002,1000,"cluster_4"
"Magician's Rod","Effect Monster",3,"Spellcaster","DARK",1600,100,"cluster_1"
"Hane-Hane","Flip Effect Monster",2,"Beast","EARTH",450.00000000000006,500,"cluster_1"
"Crystal Beast Sapphire Pegasus","Effect Monster",4,"Beast","WIND",1800.0000000000002,1200,"cluster_1"
"Lector Pendulum, the Dracoverlord","Pendulum Effect Monster",4,"Dragon","DARK",1950,0,"cluster_0"
"Umbral Horror Ghoul","Effect Monster",4,"Fiend","DARK",1800.0000000000002,0,"cluster_2"
"Toon Ancient Gear Golem","Toon Monster",8,"Machine","EARTH",3000,3000,"cluster_0"
"Armor Exe","Effect Monster",4,"Rock","LIGHT",2400,1400.0000000000002,"cluster_6"
"Aurkus, Lightsworn Druid","Effect Monster",3,"Beast-Warrior","LIGHT",1200,1800.0000000000002,"cluster_4"
"Chocolate Magician Girl","Effect Monster",4,"Spellcaster","WATER",1600,1000,"cluster_1"
"Metal Shooter","Effect Monster",5,"Machine","LIGHT",800,800,"cluster_4"
"Mon Larvas","Normal Monster",4,"Beast","EARTH",1300,1400.0000000000002,"cluster_1"
"Curse of Dragonfire","Effect Monster",5,"Dragon","DARK",2000,1500,"cluster_5"
"Koalo-Koala","Fusion Monster",5.999999999999999,"Beast","EARTH",2800.0000000000005,200,"cluster_3"
"Infernity Beast","Effect Monster",3,"Beast","DARK",1600,1200,"cluster_1"
"Performapal Life Swordsman","Effect Monster",1,"Warrior","LIGHT",0,0,"cluster_6"
"Abyss Actor - Twinkle Littlestar","Pendulum Effect Monster",4,"Fiend","DARK",1000,1000,"cluster_2"
"Naturia Pineapple","Effect Monster",2,"Plant","EARTH",100,100,"cluster_5"
"Amorphage Greed","Pendulum Effect Monster",4,"Dragon","EARTH",0,1950,"cluster_0"
"Mechanicalchaser","Normal Monster",4,"Machine","DARK",1850,800,"cluster_4"
"Metallizing Parasite - Lunatite","Union Effect Monster",7,"Aqua","WATER",1000,500,"cluster_0"
"Goyo Guardian","Synchro Monster",5.999999999999999,"Warrior","EARTH",2800.0000000000005,2000,"cluster_6"
"Chewbone","Flip Effect Monster",3,"Zombie","EARTH",300,300,"cluster_2"
"Dynatherium","Effect Monster",4,"Beast","WIND",1600,600,"cluster_1"
"Zure, Knight of Dark World","Normal Monster",4,"Fiend","DARK",1800.0000000000002,1500,"cluster_2"
"Naturia Sunflower","Effect Monster",2,"Plant","EARTH",500,0,"cluster_5"
"Milus Radiant","Effect Monster",1,"Beast","EARTH",300,250,"cluster_1"
"Eagle Shark","Effect Monster",5,"Fish","WATER",1000,1800.0000000000002,"cluster_1"
"Golgoil","Normal Monster",4,"Machine","EARTH",900.0000000000001,1600,"cluster_4"
"Kabuki Dragon","Effect Monster",5.999999999999999,"Dragon","LIGHT",2300,2100,"cluster_5"
"Megasonic Eye","Normal Monster",5,"Machine","DARK",1500,1800.0000000000002,"cluster_4"
"Performage Plushfire","Pendulum Effect Monster",4,"Spellcaster","FIRE",1000,1000,"cluster_3"
"D.D. Warrior Lady","Effect Monster",4,"Warrior","LIGHT",1500,1600,"cluster_6"
"Gladiator Beast Augustus","Effect Monster",8,"Winged Beast","DARK",2600,1000,"cluster_2"
"Phantom Beast Wild-Horn","Effect Monster",4,"Beast-Warrior","EARTH",1700.0000000000002,0,"cluster_4"
"Psychic Nightmare","Synchro Monster",5.999999999999999,"Psychic","WIND",2400,1800.0000000000002,"cluster_5"
"UFOroid","Effect Monster",5.999999999999999,"Machine","LIGHT",1200,1200,"cluster_4"
"Ceruli, Guru of Dark World","Effect Monster",1,"Fiend","DARK",100,300,"cluster_2"
"Orichalcos Shunoros","Effect Monster",10,"Machine","DARK",0,0,"cluster_4"
"Bio Plant","Normal Monster",3,"Fiend","DARK",600,1300,"cluster_2"
"Worm Noble","Flip Effect Monster",5.999999999999999,"Reptile","LIGHT",1500,2400,"cluster_5"
"Performapal Uni","Effect Monster",4,"Beast-Warrior","LIGHT",800,1500,"cluster_4"
"Vortex Trooper","Effect Monster",3,"Aqua","WIND",0,600,"cluster_4"
"Magical Plant Mandragola","Flip Effect Monster",2,"Spellcaster","DARK",500,200,"cluster_1"
"Niwatori","Normal Monster",3,"Winged Beast","EARTH",900.0000000000001,800,"cluster_6"
"Majestic Star Dragon","Synchro Monster",10,"Dragon","WIND",3800,3000,"cluster_5"
"Charging Gaia the Fierce Knight","Effect Monster",7,"Warrior","LIGHT",2300,2100,"cluster_6"
"Endless Decay","Effect Monster",5,"Zombie","DARK",0,0,"cluster_2"
"Three Thousand Needles","Effect Monster",8,"Beast","EARTH",3000,1800.0000000000002,"cluster_1"
"Superheavy Samurai Blowtorch","Effect Monster",1,"Machine","EARTH",500,300,"cluster_4"
"Metalfoes Silverd","Pendulum Normal Monster",3,"Psychic","FIRE",1700.0000000000002,100,"cluster_0"
"Psychic Kappa","Normal Monster",2,"Aqua","WATER",400,1000,"cluster_4"
"Left Arm of the Forbidden One","Normal Monster",1,"Spellcaster","DARK",200,300,"cluster_1"
"Electromagnetic Bagworm","Flip Effect Monster",3,"Insect","LIGHT",200,1400.0000000000002,"cluster_5"
"Blue-Blooded Oni","Effect Monster",4,"Zombie","DARK",1000,1700.0000000000002,"cluster_2"
"Magical Marionette","Effect Monster",5,"Spellcaster","DARK",2000,1000,"cluster_1"
"Laval Lakeside Lady","Tuner Monster",3,"Pyro","FIRE",200,200,"cluster_5"
"Binding Chain","Normal Monster",3,"Fairy","LIGHT",1000,1100,"cluster_1"
"Vennominaga the Deity of Poisonous Snakes","Effect Monster",10,"Reptile","DARK",0,0,"cluster_5"
"Atlantean Attack Squad","Effect Monster",3,"Sea Serpent","WATER",1400.0000000000002,0,"cluster_4"
"Super Defense Robot Lio","Effect Monster",4,"Machine","EARTH",1200,1600,"cluster_4"
"Gate Blocker","Effect Monster",4,"Rock","EARTH",100,2000,"cluster_6"
"Right Leg of the Forbidden One","Normal Monster",1,"Spellcaster","DARK",200,300,"cluster_1"
"Sinister Serpent","Effect Monster",1,"Reptile","WATER",300,250,"cluster_5"
"Poki Draco","Effect Monster",3,"Dragon","FIRE",200,100,"cluster_5"
"Dragonecro Nethersoul Dragon","Fusion Monster",8,"Dragon","DARK",3000,0,"cluster_0"
"Star Boy","Effect Monster",2,"Aqua","WATER",550,500,"cluster_4"
"Gimmick Puppet Humpty Dumpty","Effect Monster",4,"Machine","DARK",0,100,"cluster_4"
"Ally of Justice Cycle Reader","Tuner Monster",3,"Machine","DARK",1000,1000,"cluster_4"
"Sage with Eyes of Blue","Tuner Monster",1,"Spellcaster","LIGHT",0,1500,"cluster_1"
"Malefic Paradox Dragon","Synchro Monster",10,"Dragon","DARK",4000,4000,"cluster_5"
"Fabled Miztoji","Tuner Monster",2,"Fiend","LIGHT",400,200,"cluster_6"
"Skullbird","Fusion Monster",5.999999999999999,"Winged Beast","WIND",1900,1700.0000000000002,"cluster_3"
"Air Eater","Normal Monster",5.999999999999999,"Fiend","WIND",2100,1600,"cluster_6"
"Performapal Gumgumouton","Pendulum Effect Monster",5,"Beast","EARTH",900.0000000000001,2400,"cluster_3"
"Arcana Force I - The Magician","Effect Monster",4,"Fairy","LIGHT",1100,1100,"cluster_1"
"Evil Dragon Ananta","Effect Monster",8,"Reptile","DARK",0,0,"cluster_5"
"Giga-Tech Wolf","Normal Monster",4,"Machine","FIRE",1200,1400.0000000000002,"cluster_4"
"Mosaic Manticore","Effect Monster",8,"Beast","EARTH",2800.0000000000005,2500,"cluster_1"
"Jester Confit","Effect Monster",1,"Spellcaster","DARK",0,0,"cluster_1"
"Chu-Ske the Mouse Fighter","Normal Monster",3,"Beast","EARTH",1200,0,"cluster_1"
"Leo, the Keeper of the Sacred Tree","Synchro Monster",10,"Beast","EARTH",3100,1900,"cluster_1"
"Infernalqueen Archfiend","Effect Monster",4,"Fiend","FIRE",900.0000000000001,1500,"cluster_2"
"Jurrac Brachis","Tuner Monster",3,"Dinosaur","FIRE",1000,1000,"cluster_5"
"Lavalval Dragun","Synchro Monster",5.999999999999999,"Dragon","FIRE",2500,1200,"cluster_5"
"Dark Cat with White Tail","Flip Effect Monster",2,"Beast","EARTH",800,500,"cluster_1"
"Deep Sweeper","Effect Monster",4,"Fish","WATER",1600,1300,"cluster_1"
"Dreamsprite","Effect Monster",2,"Plant","LIGHT",300,200,"cluster_5"
"Gem-Knight Zirconia","Fusion Monster",8,"Rock","EARTH",2900.0000000000005,2500,"cluster_3"
"Hazy Flame Hydra","Effect Monster",5.999999999999999,"Dinosaur","FIRE",2300,200,"cluster_5"
"Red Mirror","Effect Monster",1,"Fiend","FIRE",0,0,"cluster_2"
"Bokoichi the Freightening Car","Normal Monster",2,"Machine","DARK",500,500,"cluster_4"
"Beelzeus of the Diabolic Dragons","Synchro Monster",10,"Dragon","DARK",4000,4000,"cluster_5"
"Hourglass of Life","Normal Monster",2,"Fairy","LIGHT",700.0000000000001,600,"cluster_1"
"Raidraptor - Wild Vulture","Effect Monster",5.999999999999999,"Winged Beast","DARK",1600,2000,"cluster_2"
"Maju Garzett","Effect Monster",7,"Fiend","DARK",0,0,"cluster_2"
"Combo Fighter","Effect Monster",4,"Warrior","WIND",1600,800,"cluster_6"
"Evilswarm Mandragora","Effect Monster",4,"Plant","DARK",1550,1450.0000000000002,"cluster_5"
"Ally of Justice Cosmic Gateway","Effect Monster",8,"Machine","DARK",2400,1200,"cluster_4"
"Artifact Chakram","Effect Monster",5,"Fairy","LIGHT",1900,2000,"cluster_1"
"Star Seraph Scout","Effect Monster",4,"Fairy","LIGHT",1200,1800.0000000000002,"cluster_1"
"Djinn Releaser of Rituals","Effect Monster",3,"Fiend","DARK",1200,2000,"cluster_2"
"Lord Gaia the Fierce Knight","Effect Monster",7,"Warrior","EARTH",2300,2100,"cluster_6"
"The Drdek","Normal Monster",3,"Fiend","DARK",700.0000000000001,800,"cluster_2"
"Sephylon, the Ultimate Timelord","Effect Monster",10,"Fairy","LIGHT",4000,4000,"cluster_1"
"Black-Winged Dragon","Synchro Monster",8,"Dragon","DARK",2800.0000000000005,1600,"cluster_5"
"Galaxy Dragon","Effect Monster",4,"Dragon","LIGHT",2000,1200,"cluster_5"
"Blackwing - Steam the Cloak","Tuner Monster",3,"Winged Beast","DARK",800,1200,"cluster_2"
"Gagagigo the Risen","XYZ Monster",4,"Reptile","WATER",2950.0000000000005,2800.0000000000005,"cluster_5"
"General Grunard of the Ice Barrier","Effect Monster",8,"Warrior","WATER",2800.0000000000005,1000,"cluster_6"
"Armed Ninja","Flip Effect Monster",1,"Warrior","EARTH",300,300,"cluster_6"
"Performapal Gongato","Pendulum Effect Monster",1,"Beast","EARTH",100,100,"cluster_3"
"Blackwing - Fane the Steel Chain","Effect Monster",2,"Winged Beast","DARK",500,800,"cluster_2"
"Swap Frog","Effect Monster",2,"Aqua","WATER",1000,500,"cluster_4"
"Apprentice Magician","Effect Monster",2,"Spellcaster","DARK",400,800,"cluster_1"
"Dark Gray","Normal Monster",3,"Beast","EARTH",800,900.0000000000001,"cluster_1"
"Dragon Statue","Normal Monster",3,"Warrior","EARTH",1100,900.0000000000001,"cluster_6"
"Galaxy-Eyes Cloudragon","Effect Monster",1,"Dragon","LIGHT",300,250,"cluster_5"
"Horus' Servant","Effect Monster",1,"Beast-Warrior","FIRE",100,100,"cluster_4"
"Stellarknight Constellar Diamond","XYZ Monster",5,"Wyrm","LIGHT",2700,2000,"cluster_5"
"Venom Boa","Effect Monster",5,"Reptile","EARTH",1600,1200,"cluster_5"
"Metal Dragon","Fusion Monster",5.999999999999999,"Machine","WIND",1850,1700.0000000000002,"cluster_0"
"Elemental HERO Voltic","Effect Monster",4,"Thunder","LIGHT",1000,1500,"cluster_4"
"Cagna, Malebranche of the Burning Abyss","Effect Monster",3,"Fiend","DARK",1500,300,"cluster_2"
"Cloudcastle","Synchro Monster",9,"Machine","WIND",0,3000,"cluster_4"
"Speed Warrior","Effect Monster",2,"Warrior","WIND",900.0000000000001,400,"cluster_6"
"Gravi-Crush Dragon","Effect Monster",5.999999999999999,"Dragon","DARK",2400,1200,"cluster_5"
"Superheavy Samurai Battleball","Tuner Monster",2,"Machine","DARK",100,800,"cluster_4"
"Destiny HERO - Malicious","Effect Monster",5.999999999999999,"Warrior","DARK",800,800,"cluster_2"
"Bujin Hirume","Effect Monster",4,"Beast-Warrior","LIGHT",2000,1000,"cluster_4"
"Jinzo - Returner","Effect Monster",3,"Machine","DARK",600,1400.0000000000002,"cluster_4"
"LaLa Li-Oon","Normal Monster",2,"Thunder","WIND",600,600,"cluster_4"
"Malefic Blue-Eyes White Dragon","Effect Monster",8,"Dragon","DARK",3000,2500,"cluster_5"
"U.A. Goalkeeper","Effect Monster",5.999999999999999,"Warrior","EARTH",1000,2800.0000000000005,"cluster_6"
"Boulder Tortoise","Normal Monster",5.999999999999999,"Aqua","WATER",1450.0000000000002,2200,"cluster_4"
"Reaper of Prophecy","Effect Monster",5.999999999999999,"Spellcaster","DARK",2000,1600,"cluster_1"
"Gagaga Caesar","Effect Monster",3,"Warrior","EARTH",1800.0000000000002,600,"cluster_6"
"Chaos Sorcerer","Effect Monster",5.999999999999999,"Spellcaster","DARK",2300,2000,"cluster_1"
"Shadowknight Archfiend","Effect Monster",4,"Fiend","WIND",2000,1600,"cluster_6"
"Iris, the Earth Mother","Effect Monster",5.999999999999999,"Fairy","LIGHT",2400,1200,"cluster_1"
"Guardian Kay'est","Effect Monster",4,"Sea Serpent","WATER",1000,1800.0000000000002,"cluster_4"
"Des Wombat","Effect Monster",3,"Beast","EARTH",1600,300,"cluster_1"
"Kaminari Attack","Fusion Monster",5,"Thunder","WIND",1900,1400.0000000000002,"cluster_0"
"Golem Dragon","Effect Monster",4,"Dragon","EARTH",200,2000,"cluster_5"
"Photon Slasher","Effect Monster",5,"Warrior","LIGHT",2100,1000,"cluster_6"
"Jet Synchron","Tuner Monster",1,"Machine","FIRE",500,0,"cluster_4"
"Caius the Shadow Monarch","Effect Monster",5.999999999999999,"Fiend","DARK",2400,1000,"cluster_2"
"Hot Red Dragon Archfiend Abyss","Synchro Monster",9,"Dragon","DARK",3200,2500,"cluster_5"
"Silver Sentinel","Effect Monster",4,"Warrior","EARTH",1500,1300,"cluster_6"
"Gyaku-Gire Panda","Effect Monster",3,"Beast","EARTH",800,1600,"cluster_1"
"Musto, Oracle of Gusto","Effect Monster",4,"Psychic","WIND",1800.0000000000002,900.0000000000001,"cluster_5"
"Woodland Archer","Effect Monster",3,"Beast-Warrior","EARTH",1400.0000000000002,1300,"cluster_4"
"Mogmole","Effect Monster",2,"Beast","EARTH",800,800,"cluster_1"
"Ally of Justice Decisive Armor","Synchro Monster",10,"Machine","DARK",3300,3300,"cluster_4"
"Gusto Codor","Effect Monster",3,"Winged Beast","WIND",1000,400,"cluster_6"
