Name,Type,Level,Race,Attribute,ATK,DEF
Mechanicalchaser,Normal Monster,4,Machine,DARK,1850,800
Metallizing Parasite - Lunatite,Union Effect Monster,7,Aqua,WATER,1000,500
Goyo Guardian,Synchro Monster,6,Warrior,EARTH,2800,2000
Chewbone,Flip Effect Monster,3,Zombie,EARTH,300,300
Dynatherium,Effect Monster,4,Beast,WIND,1600,600
"Zure, Knight of Dark World",Normal Monster,4,Fiend,DARK,1800,1500
Naturia Sunflower,Effect Monster,2,Plant,EARTH,500,0
Milus Radiant,Effect Monster,1,Beast,EARTH,300,250
Eagle Shark,Effect Monster,5,Fish,WATER,1000,1800
Golgoil,Normal Monster,4,Machine,EARTH,900,1600
Kabuki Dragon,Effect Monster,6,Dragon,LIGHT,2300,2100
Megasonic Eye,Normal Monster,5,Machine,DARK,1500,1800
Performage Plushfire,Pendulum Effect Monster,4,Spellcaster,FIRE,1000,1000
D.D. Warrior Lady,Effect Monster,4,Warrior,LIGHT,1500,1600
Gladiator Beast Augustus,Effect Monster,8,Winged Beast,DARK,2600,1000
Phantom Beast Wild-Horn,Effect Monster,4,Beast-Warrior,EARTH,1700,0
Psychic Nightmare,Synchro Monster,6,Psychic,WIND,2400,1800
UFOroid,Effect Monster,6,Machine,LIGHT,1200,1200
"Ceruli, Guru of Dark World",Effect Monster,1,Fiend,DARK,100,300
Orichalcos Shunoros,Effect Monster,10,Machine,DARK,0,0
Bio Plant,Normal Monster,3,Fiend,DARK,600,1300
Worm Noble,Flip Effect Monster,6,Reptile,LIGHT,1500,2400
Performapal Uni,Effect Monster,4,Beast-Warrior,LIGHT,800,1500
Vortex Trooper,Effect Monster,3,Aqua,WIND,0,600
Magical Plant Mandragola,Flip Effect Monster,2,Spellcaster,DARK,500,200
Niwatori,Normal Monster,3,Winged Beast,EARTH,900,800
Majestic Star Dragon,Synchro Monster,10,Dragon,WIND,3800,3000
Charging Gaia the Fierce Knight,Effect Monster,7,Warrior,LIGHT,2300,2100
Endless Decay,Effect Monster,5,Zombie,DARK,0,0
Three Thousand Needles,Effect Monster,8,Beast,EARTH,3000,1800
Superheavy Samurai Blowtorch,Effect Monster,1,Machine,EARTH,500,300
Metalfoes Silverd,Pendulum Normal Monster,3,Psychic,FIRE,1700,100
Psychic Kappa,Normal Monster,2,Aqua,WATER,400,1000
Left Arm of the Forbidden One,Normal Monster,1,Spellcaster,DARK,200,300
Electromagnetic Bagworm,Flip Effect Monster,3,Insect,LIGHT,200,1400
Blue-Blooded Oni,Effect Monster,4,Zombie,DARK,1000,1700
Magical Marionette,Effect Monster,5,Spellcaster,DARK,2000,1000
Laval Lakeside Lady,Tuner Monster,3,Pyro,FIRE,200,200
Binding Chain,Normal Monster,3,Fairy,LIGHT,1000,1100
Vennominaga the Deity of Poisonous Snakes,Effect Monster,10,Reptile,DARK,0,0
Atlantean Attack Squad,Effect Monster,3,Sea Serpent,WATER,1400,0
Super Defense Robot Lio,Effect Monster,4,Machine,EARTH,1200,1600
Gate Blocker,Effect Monster,4,Rock,EARTH,100,2000
Right Leg of the Forbidden One,Normal Monster,1,Spellcaster,DARK,200,300
Sinister Serpent,Effect Monster,1,Reptile,WATER,300,250
Poki Draco,Effect Monster,3,Dragon,FIRE,200,100
Dragonecro Nethersoul Dragon,Fusion Monster,8,Dragon,DARK,3000,0
Star Boy,Effect Monster,2,Aqua,WATER,550,500
Gimmick Puppet Humpty Dumpty,Effect Monster,4,Machine,DARK,0,100
Ally of Justice Cycle Reader,Tuner Monster,3,Machine,DARK,1000,1000
Sage with Eyes of Blue,Tuner Monster,1,Spellcaster,LIGHT,0,1500
Malefic Paradox Dragon,Synchro Monster,10,Dragon,DARK,4000,4000
Fabled Miztoji,Tuner Monster,2,Fiend,LIGHT,400,200
Skullbird,Fusion Monster,6,Winged Beast,WIND,1900,1700
Air Eater,Normal Monster,6,Fiend,WIND,2100,1600
Performapal Gumgumouton,Pendulum Effect Monster,5,Beast,EARTH,900,2400
Arcana Force I - The Magician,Effect Monster,4,Fairy,LIGHT,1100,1100
Evil Dragon Ananta,Effect Monster,8,Reptile,DARK,0,0
Giga-Tech Wolf,Normal Monster,4,Machine,FIRE,1200,1400
Mosaic Manticore,Effect Monster,8,Beast,EARTH,2800,2500
Jester Confit,Effect Monster,1,Spellcaster,DARK,0,0
Chu-Ske the Mouse Fighter,Normal Monster,3,Beast,EARTH,1200,0
"Leo, the Keeper of the Sacred Tree",Synchro Monster,10,Beast,EARTH,3100,1900
Infernalqueen Archfiend,Effect Monster,4,Fiend,FIRE,900,1500
Jurrac Brachis,Tuner Monster,3,Dinosaur,FIRE,1000,1000
Lavalval Dragun,Synchro Monster,6,Dragon,FIRE,2500,1200
Dark Cat with White Tail,Flip Effect Monster,2,Beast,EARTH,800,500
Deep Sweeper,Effect Monster,4,Fish,WATER,1600,1300
Dreamsprite,Effect Monster,2,Plant,LIGHT,300,200
Gem-Knight Zirconia,Fusion Monster,8,Rock,EARTH,2900,2500
Hazy Flame Hydra,Effect Monster,6,Dinosaur,FIRE,2300,200
Red Mirror,Effect Monster,1,Fiend,FIRE,0,0
Bokoichi the Freightening Car,Normal Monster,2,Machine,DARK,500,500
Beelzeus of the Diabolic Dragons,Synchro Monster,10,Dragon,DARK,4000,4000
Hourglass of Life,Normal Monster,2,Fairy,LIGHT,700,600
Raidraptor - Wild Vulture,Effect Monster,6,Winged Beast,DARK,1600,2000
Maju Garzett,Effect Monster,7,Fiend,DARK,0,0
Combo Fighter,Effect Monster,4,Warrior,WIND,1600,800
Evilswarm Mandragora,Effect Monster,4,Plant,DARK,1550,1450
Ally of Justice Cosmic Gateway,Effect Monster,8,Machine,DARK,2400,1200
Artifact Chakram,Effect Monster,5,Fairy,LIGHT,1900,2000
Star Seraph Scout,Effect Monster,4,Fairy,LIGHT,1200,1800
Djinn Releaser of Rituals,Effect Monster,3,Fiend,DARK,1200,2000
Lord Gaia the Fierce Knight,Effect Monster,7,Warrior,EARTH,2300,2100
The Drdek,Normal Monster,3,Fiend,DARK,700,800
"Sephylon, the Ultimate Timelord",Effect Monster,10,Fairy,LIGHT,4000,4000
Black-Winged Dragon,Synchro Monster,8,Dragon,DARK,2800,1600
Galaxy Dragon,Effect Monster,4,Dragon,LIGHT,2000,1200
Blackwing - Steam the Cloak,Tuner Monster,3,Winged Beast,DARK,800,1200
Gagagigo the Risen,XYZ Monster,4,Reptile,WATER,2950,2800
General Grunard of the Ice Barrier,Effect Monster,8,Warrior,WATER,2800,1000
Armed Ninja,Flip Effect Monster,1,Warrior,EARTH,300,300
Performapal Gongato,Pendulum Effect Monster,1,Beast,EARTH,100,100
Blackwing - Fane the Steel Chain,Effect Monster,2,Winged Beast,DARK,500,800
Swap Frog,Effect Monster,2,Aqua,WATER,1000,500
Apprentice Magician,Effect Monster,2,Spellcaster,DARK,400,800
Dark Gray,Normal Monster,3,Beast,EARTH,800,900
Dragon Statue,Normal Monster,3,Warrior,EARTH,1100,900
Galaxy-Eyes Cloudragon,Effect Monster,1,Dragon,LIGHT,300,250
Horus' Servant,Effect Monster,1,Beast-Warrior,FIRE,100,100
Stellarknight Constellar Diamond,XYZ Monster,5,Wyrm,LIGHT,2700,2000
Venom Boa,Effect Monster,5,Reptile,EARTH,1600,1200
Metal Dragon,Fusion Monster,6,Machine,WIND,1850,1700
Elemental HERO Voltic,Effect Monster,4,Thunder,LIGHT,1000,1500
"Cagna, Malebranche of the Burning Abyss",Effect Monster,3,Fiend,DARK,1500,300
Cloudcastle,Synchro Monster,9,Machine,WIND,0,3000
Speed Warrior,Effect Monster,2,Warrior,WIND,900,400
Gravi-Crush Dragon,Effect Monster,6,Dragon,DARK,2400,1200
Superheavy Samurai Battleball,Tuner Monster,2,Machine,DARK,100,800
Destiny HERO - Malicious,Effect Monster,6,Warrior,DARK,800,800
Bujin Hirume,Effect Monster,4,Beast-Warrior,LIGHT,2000,1000
Jinzo - Returner,Effect Monster,3,Machine,DARK,600,1400
LaLa Li-Oon,Normal Monster,2,Thunder,WIND,600,600
Malefic Blue-Eyes White Dragon,Effect Monster,8,Dragon,DARK,3000,2500
U.A. Goalkeeper,Effect Monster,6,Warrior,EARTH,1000,2800
Boulder Tortoise,Normal Monster,6,Aqua,WATER,1450,2200
Reaper of Prophecy,Effect Monster,6,Spellcaster,DARK,2000,1600
Gagaga Caesar,Effect Monster,3,Warrior,EARTH,1800,600
Chaos Sorcerer,Effect Monster,6,Spellcaster,DARK,2300,2000
Shadowknight Archfiend,Effect Monster,4,Fiend,WIND,2000,1600
"Iris, the Earth Mother",Effect Monster,6,Fairy,LIGHT,2400,1200
Guardian Kay'est,Effect Monster,4,Sea Serpent,WATER,1000,1800
Des Wombat,Effect Monster,3,Beast,EARTH,1600,300
Kaminari Attack,Fusion Monster,5,Thunder,WIND,1900,1400
Golem Dragon,Effect Monster,4,Dragon,EARTH,200,2000
Photon Slasher,Effect Monster,5,Warrior,LIGHT,2100,1000
Jet Synchron,Tuner Monster,1,Machine,FIRE,500,0
Caius the Shadow Monarch,Effect Monster,6,Fiend,DARK,2400,1000
Hot Red Dragon Archfiend Abyss,Synchro Monster,9,Dragon,DARK,3200,2500
Silver Sentinel,Effect Monster,4,Warrior,EARTH,1500,1300
Gyaku-Gire Panda,Effect Monster,3,Beast,EARTH,800,1600
"Musto, Oracle of Gusto",Effect Monster,4,Psychic,WIND,1800,900
Woodland Archer,Effect Monster,3,Beast-Warrior,EARTH,1400,1300
Mogmole,Effect Monster,2,Beast,EARTH,800,800
Ally of Justice Decisive Armor,Synchro Monster,10,Machine,DARK,3300,3300
Gusto Codor,Effect Monster,3,Winged Beast,WIND,1000,400
D.3.S. Frog,Fusion Monster,8,Aqua,WATER,2500,2000
Blackwing - Gofu the Vague Shadow,Tuner Monster,5,Winged Beast,DARK,0,0
Obelisk the Tormentor,Effect Monster,10,Divine-Beast,DIVINE,4000,4000
Obelisk the Tormentor,Effect Monster,10,Divine-Beast,DIVINE,4000,4000
Obelisk the Tormentor,Effect Monster,10,Divine-Beast,DIVINE,4000,4000
The Winged Dragon of Ra,Effect Monster,10,Divine-Beast,DIVINE,0,0
The Winged Dragon of Ra,Effect Monster,10,Divine-Beast,DIVINE,0,0
Slifer the Sky Dragon,Effect Monster,10,Divine-Beast,DIVINE,0,0
Slifer the Sky Dragon,Effect Monster,10,Divine-Beast,DIVINE,0,0
Slifer the Sky Dragon,Effect Monster,10,Divine-Beast,DIVINE,0,0
The Winged Dragon of Ra - Sphere Mode,Effect Monster,10,Divine-Beast,DIVINE,0,0
The Winged Dragon of Ra - Immortal Phoenix,Effect Monster,10,Divine-Beast,DIVINE,4000,4000
Gachi Gachi Gantetsu,XYZ Monster,2,Rock,EARTH,500,1800
Worm King,Effect Monster,8,Reptile,LIGHT,2700,1100
Reborn Tengu,Effect Monster,4,Beast-Warrior,WIND,1700,600
Divine Dragon - Excelion,Effect Monster,5,Dragon,LIGHT,1500,900
Koa'ki Meiru Rooklord,Effect Monster,7,Warrior,EARTH,2800,2200
Protector of the Throne,Normal Monster,4,Warrior,EARTH,800,1500
Tiger Dragon,Effect Monster,6,Dragon,EARTH,2400,1800
Mecha Bunny,Effect Monster,2,Machine,EARTH,800,100
Deskbot 005,Pendulum Effect Monster,5,Machine,EARTH,500,500
Wingtortoise,Effect Monster,3,Aqua,WIND,1500,1400
R-Genex Oracle,Tuner Monster,1,Spellcaster,DARK,300,300
Masked Sorcerer,Effect Monster,4,Spellcaster,DARK,900,1400
Raidraptor - Avenge Vulture,Effect Monster,4,Winged Beast,DARK,1700,100
Skull Red Bird,Normal Monster,4,Winged Beast,WIND,1550,1200
Decayed Commander,Effect Monster,4,Zombie,EARTH,1000,1500
Goe Goe the Gallant Ninja,Effect Monster,4,Warrior,WIND,1500,1000
Magical Abductor,Pendulum Effect Monster,4,Spellcaster,EARTH,1700,1400
Cyber Blader,Fusion Monster,7,Warrior,EARTH,2100,800
The Statue of Easter Island,Normal Monster,4,Rock,EARTH,1100,1400
Yaiba Robo,Normal Monster,4,Machine,DARK,1000,1300
Sunlight Unicorn,Effect Monster,4,Beast,LIGHT,1800,1000
Ignition Beast Volcannon,Fusion Monster,6,Machine,EARTH,2300,1600
Command Knight,Effect Monster,4,Warrior,FIRE,1200,1900
Frightfur Leo,Fusion Monster,7,Fiend,DARK,2400,2000
Doom Donuts,Flip Effect Monster,1,Fiend,DARK,0,0
"Alsei, the Sylvan High Protector",XYZ Monster,8,Plant,LIGHT,2300,3200
Cyber Dragon Infinity,XYZ Monster,6,Machine,LIGHT,2100,1600
Shuttleroid,Effect Monster,4,Machine,WIND,1000,1200
T.A.D.P.O.L.E.,Effect Monster,1,Aqua,WATER,0,0
Barrel Rock,Normal Monster,4,Rock,EARTH,1000,1300
Ocean Dragon Lord - Neo-Daedalus,Effect Monster,8,Sea Serpent,WATER,2900,1600
Ancient Gear Beast,Effect Monster,6,Machine,EARTH,2000,2000
Elemental HERO Wildedge,Fusion Monster,8,Warrior,EARTH,2600,2300
Sylvan Sagequoia,Effect Monster,7,Plant,WIND,2600,2100
Hyper-Ancient Shark Megalodon,Effect Monster,8,Fish,WATER,2900,1300
Leogun,Normal Monster,5,Beast,EARTH,1750,1550
Fishborg Doctor,Effect Monster,4,Fish,WATER,400,400
Morphtronic Scopen,Tuner Monster,3,Machine,LIGHT,800,1400
Zarigun,Normal Monster,2,Aqua,WATER,600,700
Sacred Noble Knight of King Artorigus,XYZ Monster,5,Warrior,LIGHT,2200,2200
Aegaion the Sea Castrum,XYZ Monster,8,Machine,WATER,0,3000
Vylon Stigma,Effect Monster,4,Fairy,LIGHT,1600,1000
Lady of the Lake,Tuner Monster,1,Aqua,LIGHT,200,1800
Sylvan Cherubsprout,Effect Monster,1,Plant,LIGHT,100,100
Guardian Ceal,Effect Monster,4,Pyro,FIRE,1700,1400
Daigusto Eguls,Synchro Monster,7,Psychic,WIND,2600,1800
Cú Chulainn the Awakened,Ritual Effect Monster,4,Warrior,LIGHT,500,1000
Tour Guide From the Underworld,Effect Monster,3,Fiend,DARK,1000,600
Great Phantom Thief,Effect Monster,3,Spellcaster,EARTH,1000,1000
First of the Dragons,Fusion Monster,9,Dragon,DARK,2700,2000
Holograh,Normal Monster,3,Machine,EARTH,1100,700
Bujingi Pavo,Effect Monster,4,Winged Beast,LIGHT,1700,800
Earthbound Immortal Aslla piscu,Effect Monster,10,Winged Beast,DARK,2500,2500
Masked HERO Vapor,Fusion Monster,6,Warrior,WATER,2400,2000
Time Magic Hammer,Fusion Monster,2,Spellcaster,LIGHT,500,400
Barrier Statue of the Torrent,Effect Monster,4,Aqua,WATER,1000,1000
Amazoness Tiger,Effect Monster,4,Beast,EARTH,1100,1500
Gradius,Normal Monster,4,Machine,LIGHT,1200,800
Jurrac Guaiba,Effect Monster,4,Dinosaur,FIRE,1700,400
Neko Mane King,Effect Monster,1,Beast,EARTH,0,0
Frightfur Wolf,Fusion Monster,6,Fiend,DARK,2000,1500
Galaxy Serpent,Normal Tuner Monster,2,Dragon,LIGHT,1000,0
Luster Dragon,Normal Monster,4,Dragon,WIND,1900,1600
Lancer Dragonute,Effect Monster,4,Dragon,DARK,1500,1800
Worm Hope,Flip Effect Monster,1,Reptile,LIGHT,800,1500
Horus the Black Flame Dragon LV6,Effect Monster,6,Dragon,FIRE,2300,1600
Destructotron,Effect Monster,4,Psychic,EARTH,1600,400
Emperor of the Land and Sea,Normal Monster,5,Reptile,WATER,1800,1500
Darklord Superbia,Effect Monster,8,Fairy,DARK,2900,2400
Invoked Elysium,Fusion Monster,10,Fairy,LIGHT,3200,4000
Quick-Span Knight,Tuner Monster,3,Machine,EARTH,1000,800
Lunalight Black Sheep,Effect Monster,2,Beast-Warrior,DARK,100,600
Dark Blade,Normal Monster,4,Warrior,DARK,1800,1500
Electric Snake,Effect Monster,3,Thunder,LIGHT,800,900
Dark Simorgh,Effect Monster,7,Winged Beast,DARK,2700,1000
Cannon Soldier,Effect Monster,4,Machine,DARK,1400,1300
Naturia Fruitfly,Effect Monster,3,Insect,EARTH,800,1500
King of the Feral Imps,XYZ Monster,4,Reptile,DARK,2300,2000
Lunalight Blue Cat,Effect Monster,4,Beast-Warrior,DARK,1600,1200
Grave Protector,Effect Monster,4,Fiend,DARK,0,2000
Sky Scourge Enrise,Effect Monster,8,Fairy,LIGHT,2400,1500
Etoile Cyber,Effect Monster,4,Warrior,EARTH,1200,1600
Artifact Achilleshield,Effect Monster,5,Fairy,LIGHT,1500,2200
Elemental HERO Air Neos,Fusion Monster,7,Warrior,WIND,2500,2000
Mutant Mindmaster,Effect Monster,6,Spellcaster,DARK,0,2500
Zoodiac Tigermortar,XYZ Monster,4,Beast-Warrior,EARTH,0,0
Outstanding Dog Marron,Effect Monster,1,Beast,LIGHT,100,100
Gamma the Magnet Warrior,Normal Monster,4,Rock,EARTH,1500,1800
Blackwing - Elphin the Raven,Effect Monster,6,Winged Beast,DARK,2200,1200
Super Quantal Mech Beast Aeroboros,XYZ Monster,4,Machine,WIND,2200,2400
Gellenduo,Effect Monster,4,Fairy,LIGHT,1700,0
Protective Soul Ailin,Union Effect Monster,1,Fairy,LIGHT,0,0
Sylvan Bladefender,Effect Monster,4,Plant,EARTH,1900,700
Blast Asmodian,Effect Monster,3,Fiend,FIRE,1000,300
"30,000-Year White Turtle",Normal Monster,5,Aqua,WATER,1250,2100
Worm Xex,Effect Monster,4,Reptile,LIGHT,1800,1000
Union Rider,Effect Monster,2,Machine,WIND,1000,1000
Spore,Tuner Monster,1,Plant,WIND,400,800
Sasuke Samurai 2,Effect Monster,1,Warrior,WIND,200,300
Beast of Talwar,Normal Monster,6,Fiend,DARK,2400,2150
Buster Dragon,Synchro Monster,8,Dragon,DARK,1200,2800
Gorgon Egg,Normal Monster,3,Fiend,DARK,300,1300
Great Angus,Normal Monster,4,Beast,FIRE,1800,600
"Tytannial, Princess of Camellias",Effect Monster,8,Plant,WIND,2800,2600
Laval Blaster,Effect Monster,4,Warrior,FIRE,1200,800
Madolche Magileine,Effect Monster,4,Spellcaster,EARTH,1400,1200
Evigishki Mind Augus,Ritual Effect Monster,6,Aqua,WATER,2500,2000
B. Skull Dragon,Fusion Monster,9,Dragon,DARK,3200,2500
Flyfang,Effect Monster,3,Fish,WIND,1600,300
Bujingi Raven,Effect Monster,4,Winged Beast,LIGHT,1600,900
Nin-Ken Dog,Normal Monster,4,Beast-Warrior,WIND,1800,1000
Gagaga Cowboy,XYZ Monster,4,Warrior,EARTH,1500,2400
Goblin Calligrapher,Normal Monster,1,Fiend,DARK,400,400
Wind-Up Dog,Effect Monster,3,Beast,EARTH,1200,900
Delta Tri,Effect Monster,4,Machine,LIGHT,1200,1000
People Running About,Normal Monster,2,Pyro,FIRE,600,600
Bolt Escargot,Normal Monster,5,Thunder,WATER,1400,1500
Scrounging Goblin,Effect Monster,4,Fiend,EARTH,1000,2000
Elephant Statue of Disaster,Effect Monster,3,Rock,EARTH,1500,0
"Zeradias, Herald of Heaven",Effect Monster,4,Fairy,LIGHT,2100,800
Harpie Lady Sisters,Effect Monster,6,Winged Beast,WIND,1950,2100
Fabled Ashenveil,Effect Monster,4,Fiend,LIGHT,1600,1200
Performapal Fireflux,Pendulum Effect Monster,4,Insect,LIGHT,1200,1600
Delta The Magnet Warrior,Effect Monster,4,Rock,EARTH,1600,1400
Trifortressops,Effect Monster,6,Machine,DARK,1600,2800
Wattwoodpecker,Effect Monster,3,Thunder,LIGHT,1000,100
Prime Material Dragon,Effect Monster,6,Dragon,LIGHT,2400,2000
Wind-Up Soldier,Effect Monster,4,Warrior,EARTH,1800,1200
Invoked Purgatrio,Fusion Monster,7,Fiend,FIRE,2300,2000
Legendary Maju Garzett,Effect Monster,8,Fiend,DARK,0,0
Super Quantum Blue Layer,Effect Monster,3,Psychic,WATER,1200,2000
"Freya, Spirit of Victory",Effect Monster,1,Fairy,LIGHT,100,100
Kozmoll Dark Lady,Effect Monster,5,Psychic,DARK,2200,1800
Gagaga Gardna,Effect Monster,4,Warrior,EARTH,1500,2000
Koa'ki Meiru Drago,Effect Monster,4,Dragon,WIND,1900,1600
Aqua Snake,Normal Monster,3,Aqua,WATER,1050,900
Frontline Observer,Effect Monster,4,Machine,EARTH,1000,1500
Tackle Crusader,Effect Monster,4,Rock,EARTH,1500,1800
Revival Rose,Effect Monster,4,Plant,DARK,1300,1300
Leghul,Effect Monster,1,Insect,EARTH,300,350
Ojama Green,Normal Monster,2,Beast,LIGHT,0,1000
Dunames Dark Witch,Normal Monster,4,Fairy,LIGHT,1800,1050
"Neo-Parshath, the Sky Paladin",Effect Monster,7,Fairy,LIGHT,2300,2000
Symphonic Warrior Guitaar,Pendulum Effect Monster,3,Machine,WIND,1500,100
Baby Tiragon,XYZ Monster,1,Dragon,EARTH,900,900
Treeborn Frog,Effect Monster,1,Aqua,WATER,100,100
Exodia Necross,Effect Monster,4,Spellcaster,DARK,1800,0
Digital Bug Scaradiator,XYZ Monster,3,Insect,LIGHT,1800,1400
Radiant Spirit,Effect Monster,7,Reptile,LIGHT,2000,1500
Neo Galaxy-Eyes Cipher Dragon,XYZ Monster,9,Dragon,LIGHT,4500,3000
Ultimate Ancient Gear Golem,Fusion Monster,10,Machine,EARTH,4400,3400
Ritual Beast Ulti-Pettlephin,Fusion Monster,6,Aqua,WIND,200,2800
Abaki,Effect Monster,4,Fiend,FIRE,1700,1100
Artifact Beagalltach,Effect Monster,5,Fairy,LIGHT,1400,2100
Goblin Pothole Squad,Effect Monster,4,Warrior,EARTH,1500,400
Garuda the Wind Spirit,Effect Monster,4,Winged Beast,WIND,1600,1200
Dark Lucius LV6,Effect Monster,6,Fiend,EARTH,1700,600
Kanan the Swordmistress,Normal Monster,4,Warrior,EARTH,1400,1400
Missing Force,Effect Monster,4,Warrior,DARK,1500,1000
Flame Dancer,Normal Monster,2,Pyro,FIRE,550,450
SZW - Fenrir Sword,Effect Monster,4,Beast,LIGHT,1800,1100
Nuvia the Wicked,Effect Monster,4,Fiend,DARK,2000,800
Phantom Skyblaster,Effect Monster,4,Fiend,DARK,1100,800
Des Dendle,Union Effect Monster,4,Plant,EARTH,300,2000
Madolche Mewfeuille,Effect Monster,3,Beast,EARTH,500,300
Laval the Greater,Synchro Monster,6,Warrior,FIRE,2400,800
Strength of Prophecy,Effect Monster,4,Spellcaster,FIRE,1500,1400
CXyz Comics Hero Legend Arthur,XYZ Monster,5,Warrior,EARTH,3000,2400
Giant Soldier of Stone,Normal Monster,3,Rock,EARTH,1300,2000
Sword Arm of Dragon,Normal Monster,6,Dinosaur,EARTH,1750,2030
Qliphort Stealth,Pendulum Effect Monster,8,Machine,EARTH,2800,1000
Destiny HERO - Diamond Dude,Effect Monster,4,Warrior,DARK,1400,1600
Gem-Knight Aquamarine,Fusion Monster,6,Aqua,EARTH,1400,2600
Hieratic Seal of the Sun Dragon Overlord,Normal Monster,8,Dragon,LIGHT,0,0
Charcoal Inpachi,Normal Monster,1,Pyro,FIRE,100,2100
Ice Princess Zereort,XYZ Monster,5,Winged Beast,WATER,2500,2100
Dark Plant,Normal Monster,1,Plant,DARK,300,400
Dream Clown,Effect Monster,3,Warrior,EARTH,1200,900
Vylon Charger,Effect Monster,4,Fairy,LIGHT,1000,1000
Fluffal Penguin,Effect Monster,4,Fairy,WATER,1600,1100
Anteatereatingant,Effect Monster,5,Insect,EARTH,2000,500
Evil HERO Wild Cyclone,Fusion Monster,8,Fiend,EARTH,1900,2300
Battlin' Boxer Veil,Effect Monster,4,Warrior,FIRE,0,1800
Deepsea Macrotrema,Effect Monster,1,Fish,WATER,600,100
Boot-Up Soldier - Dread Dynamo,Effect Monster,4,Machine,EARTH,0,2000
Dragunity Darkspear,Tuner Monster,3,Dragon,WIND,1000,1000
Ghost Knight of Jackal,Effect Monster,5,Beast-Warrior,EARTH,1700,1600
Noble Knight Gwalchavad,Effect Monster,4,Warrior,LIGHT,1500,1800
Desertapir,Flip Effect Monster,3,Beast,EARTH,900,300
Great White,Normal Monster,4,Fish,WATER,1600,800
Dverg of the Nordic Alfar,Effect Monster,1,Warrior,EARTH,100,1000
Cloudian - Storm Dragon,Effect Monster,4,Fairy,WATER,1000,0
Rodenut,Effect Monster,1,Beast,EARTH,100,100
Photon Caesar,Effect Monster,8,Warrior,LIGHT,2000,2800
Stygian Street Patrol,Effect Monster,4,Fiend,DARK,1600,1200
Spirit of Flames,Effect Monster,4,Pyro,FIRE,1700,1000
Invoked Caliga,Fusion Monster,4,Beast,DARK,1000,1800
Dummy Golem,Flip Effect Monster,2,Rock,EARTH,800,800
Turbo Cannon,Synchro Monster,3,Machine,FIRE,0,0
Infernity Randomizer,Effect Monster,1,Warrior,DARK,900,0
Steel Scorpion,Effect Monster,1,Machine,EARTH,250,300
Heavy Freight Train Derricrane,Effect Monster,10,Machine,EARTH,2800,2000
Grand Tiki Elder,Normal Monster,4,Fiend,DARK,1500,800
Thunderclap Skywolf,Effect Monster,7,Thunder,LIGHT,2500,2000
Flare Resonator,Tuner Monster,3,Fiend,FIRE,300,1300
Dark Flare Knight,Fusion Monster,6,Warrior,DARK,2200,800
Man-Eating Treasure Chest,Normal Monster,4,Fiend,DARK,1600,1000
King Dragun,Fusion Monster,7,Dragon,DARK,2400,1100
P.M. Captor,Pendulum Effect Monster,4,Zombie,DARK,1800,0
Flamvell Baby,Tuner Monster,1,Pyro,FIRE,800,200
Chain Resonator,Tuner Monster,1,Fiend,LIGHT,100,100
Mokey Mokey King,Fusion Monster,6,Fairy,LIGHT,300,100
Trap Eater,Tuner Monster,4,Fiend,DARK,1900,1600
Yellow Gadget,Effect Monster,4,Machine,EARTH,1200,1200
Firestorm Prominence,Effect Monster,7,Reptile,FIRE,2000,1500
Satellarknight Rigel,Effect Monster,4,Warrior,LIGHT,1900,700
Neo-Spacian Twinkle Moss,Fusion Monster,4,Plant,LIGHT,500,1100
Spiritual Beast Pettlephin,Effect Monster,4,Aqua,WIND,0,2000
Exodius the Ultimate Forbidden Lord,Effect Monster,10,Spellcaster,DARK,0,0
Granadora,Effect Monster,4,Reptile,WATER,1900,700
Wall of Illusion,Effect Monster,4,Fiend,DARK,1000,1850
Moulinglacia the Elemental Lord,Effect Monster,8,Sea Serpent,WATER,2800,2200
Denko Sekka,Effect Monster,4,Thunder,LIGHT,1700,1000
Voltic Bicorn,Synchro Monster,7,Beast,LIGHT,2500,2000
Ancient One of the Deep Forest,Normal Monster,6,Beast,EARTH,1800,1900
