Age,Gender,HomeOwnership,InternetConnection,MaritalStatus,CellphoneService,NumCars,PPVFreq,MobileOperatingSystem,StreamingRadio,CustomerID,EducationLevel
39,Male,Rent,Mega cable,Married,Telcel,1,Rarely,IOS,YT Music,882989,Bachelor
44,Male,Rent,Telmex,Separated,Movistar,1,Never,Android,Spotify,882991,Bachelor
26,Male,Own,Mega cable,Never Married,Movistar,1,Weekly,Windows phone,Other,882994,High School
47,Male,Rent,Axtel,Married,Telcel,5,Weekly,IOS,YT Music,882999,Master's Degree
42,Male,Rent,Axtel,Married,Telcel,2,Weekly,IOS,YT Music,883011,Bachelor
46,Male,Rent,Mega cable,Married,Telcel,2,Weekly,IOS,YT Music,883016,Bachelor
47,Male,Rent,Axtel,Married,Telcel,2,Weekly,Android,YT Music,883018,Bachelor
35,Male,Rent,Axtel,Married,Telcel,2,Weekly,Android,YT Music,883021,Master's Degree
41,Male,Own,Axtel,Married,Telcel,2,Weekly,Android,YT Music,883028,Bachelor
33,Male,Rent,Mega cable,Married,Telcel,1,Rarely,IOS,YT Music,883035,Grade School
25,Male,Own,Telmex,Never Married,Movistar,1,Never,Android,YT Music,883043,High School
34,Male,Rent,Mega cable,Never Married,Telcel,1,Monthly,Android,YT Music,883047,High School
48,Male,Own,Axtel,Married,Telcel,6,Weekly,Android,YT Music,883062,Associate's Degree
26,Male,Rent,Telmex,Never Married,Movistar,1,Rarely,IOS,YT Music,883064,High School
49,Male,Rent,Mega cable,Married,Telcel,2,Weekly,Android,YT Music,883072,Bachelor
40,Male,Rent,Axtel,Married,Telcel,2,Weekly,Android,YT Music,883077,Bachelor
36,Male,Own,Axtel,Married,Telcel,2,Weekly,IOS,YT Music,883079,Bachelor
32,Male,Rent,Axtel,Married,Telcel,1,Rarely,IOS,YT Music,883085,Master's Degree
49,Male,Rent,Mega cable,Married,Telcel,2,Weekly,Android,YT Music,883102,Doctorate
29,Male,Rent,Izzi,Married,Movistar,1,Never,Android,YT Music,883115,Some College
33,Male,Rent,Axtel,Married,Telcel,2,Monthly,Android,YT Music,883122,Master's Degree
36,Male,Rent,Mega cable,Married,Telcel,2,Never,Android,YT Music,883127,Doctorate
27,Male,Rent,Axtel,Married,Telcel,1,Never,Android,YT Music,883161,Master's Degree
41,Male,Rent,Axtel,Married,Telcel,2,Weekly,Android,YT Music,883169,Bachelor
32,Male,Rent,Axtel,Married,Movistar,0,Never,Android,YT Music,883175,Master's Degree
32,Male,Rent,Axtel,Other,Telcel,2,Never,Android,YT Music,883247,Bachelor
36,Male,Own,Telmex,Married,Telcel,2,Never,Android,YT Music,883334,Associate's Degree
33,Male,Rent,Telmex,Married,Telcel,2,Weekly,Windows phone,YT Music,883364,Bachelor
27,Male,Rent,Axtel,Married,Movistar,2,Never,Android,YT Music,883388,Bachelor
40,Male,Own,Telmex,Never Married,Telcel,1,Monthly,Android,Spotify,883405,High School
33,Male,Rent,Axtel,Married,Telcel,2,Weekly,Android,YT Music,883418,Bachelor
54,Female,Own,Mega cable,Married,Movistar,3,Weekly,IOS,YT Music,883424,Master's Degree
38,Male,Rent,Axtel,Married,Telcel,2,Weekly,IOS,YT Music,883432,Master's Degree
34,Female,Rent,Axtel,Married,Telcel,2,Weekly,IOS,YT Music,883438,Associate's Degree
44,Male,Rent,Axtel,Divorced,Movistar,2,Weekly,Android,YT Music,883441,Some College
37,Female,Rent,Axtel,Married,Movistar,2,Rarely,IOS,YT Music,883444,Master's Degree
33,Male,Rent,Axtel,Never Married,Movistar,6,Rarely,IOS,YT Music,883446,High School
37,Male,Rent,Mega cable,Married,Telcel,2,Weekly,Android,YT Music,883449,Bachelor
39,Male,Rent,Axtel,Married,Telcel,2,Weekly,IOS,YT Music,883450,Bachelor
31,Female,Rent,Axtel,Married,Movistar,2,Never,IOS,YT Music,883455,Bachelor
30,Male,Rent,Axtel,Married,Telcel,2,Rarely,IOS,YT Music,883457,Master's Degree
27,Male,Own,Axtel,Married,Telcel,2,Never,Android,YT Music,883459,Some College
40,Male,Own,Axtel,Married,Telcel,2,Never,Android,YT Music,883463,Master's Degree
43,Male,Rent,Telmex,Never Married,Telcel,1,Never,Android,Spotify,883467,High School
36,Male,Rent,Axtel,Married,Telcel,2,Weekly,IOS,YT Music,883476,Master's Degree
37,Male,Rent,Izzi,Married,Telcel,1,Weekly,Windows phone,Spotify,883483,Master's Degree
37,Male,Rent,Axtel,Married,Telcel,2,Weekly,IOS,YT Music,883486,Bachelor
32,Female,Rent,Telmex,Never Married,Movistar,1,Never,Android,Spotify,883494,High School
38,Male,Rent,Axtel,Married,Telcel,2,Never,Android,YT Music,883498,Bachelor
41,Male,Rent,Axtel,Married,Telcel,2,Weekly,Android,Spotify,883507,Master's Degree
38,Male,Rent,Axtel,Divorced,Telcel,2,Weekly,IOS,YT Music,883513,Bachelor
43,Male,Rent,Mega cable,Married,Telcel,3,Weekly,Android,YT Music,883522,Bachelor
42,Male,Own,Axtel,Married,Telcel,2,Weekly,Android,YT Music,883526,Bachelor
37,Male,Rent,Axtel,Married,Telcel,2,Weekly,Android,YT Music,883527,Doctorate
34,Male,Rent,Axtel,Married,Telcel,2,Weekly,IOS,Spotify,883546,Bachelor
37,Female,Rent,Telmex,Never Married,Movistar,1,Monthly,Android,YT Music,883554,High School
23,Male,Own,Axtel,Never Married,Movistar,1,Rarely,IOS,YT Music,883556,High School
42,Male,Rent,Axtel,Married,Telcel,2,Weekly,Android,YT Music,883565,Master's Degree
39,Female,Rent,Other,Married,Other,2,Never,IOS,YT Music,883571,Master's Degree
23,Male,Rent,Mega cable,Never Married,Other,1,Rarely,IOS,YT Music,883573,High School
36,Male,Own,Mega cable,Married,Telcel,2,Weekly,Android,YT Music,883597,Some College
27,Female,Rent,Telmex,Never Married,Movistar,1,Monthly,Android,Spotify,883598,High School
31,Male,Rent,Axtel,Married,Telcel,2,Never,Android,Spotify,883613,Bachelor
29,Male,Own,Mega cable,Married,Telcel,2,Weekly,IOS,YT Music,883619,Bachelor
37,Male,Rent,Mega cable,Married,Telcel,2,Weekly,Android,Spotify,883624,Bachelor
25,Male,Rent,Mega cable,Never Married,Movistar,1,Rarely,IOS,YT Music,883631,High School
27,Female,Rent,Telmex,Married,Movistar,3,Never,IOS,YT Music,883632,Bachelor
29,Male,Rent,Axtel,Married,Telcel,2,Never,Android,YT Music,883665,Bachelor
33,Male,Rent,Axtel,Married,Telcel,2,Weekly,Android,YT Music,883670,Bachelor
34,Male,Rent,Axtel,Married,Movistar,2,Never,Android,YT Music,883696,Bachelor
34,Male,Rent,Axtel,Married,Telcel,2,Weekly,Android,YT Music,883716,Master's Degree
33,Male,Rent,Axtel,Married,Telcel,2,Weekly,Android,Other,883724,Bachelor
22,Female,Rent,Telmex,Never Married,Movistar,2,Never,Android,YT Music,883730,High School
36,Male,Rent,Axtel,Married,Telcel,1,Never,Android,YT Music,883736,Bachelor
38,Female,Rent,Mega cable,Married,AT&T,2,Weekly,IOS,YT Music,883739,Post-Doc
26,Female,Rent,Mega cable,Married,Telcel,1,Never,IOS,YT Music,883753,Master's Degree
34,Female,Own,Axtel,Married,Telcel,2,Never,IOS,YT Music,883768,Doctorate
38,Female,Rent,Axtel,Married,Telcel,5,Weekly,IOS,YT Music,883773,Bachelor
25,Male,Rent,Mega cable,Never Married,Movistar,1,Never,Android,YT Music,883790,High School
37,Male,Own,Mega cable,Divorced,Telcel,3,Never,Android,YT Music,883808,Master's Degree
37,Male,Own,Mega cable,Never Married,Telcel,2,Rarely,IOS,YT Music,883878,High School
33,Male,Rent,Axtel,Married,Telcel,3,Weekly,Android,YT Music,883931,Bachelor
34,Male,Own,Mega cable,Married,Telcel,2,Weekly,Android,YT Music,883950,Bachelor
32,Male,Own,Axtel,Married,Telcel,3,Weekly,Android,YT Music,883956,Master's Degree
34,Male,Rent,Axtel,Married,Telcel,2,Rarely,IOS,YT Music,883979,Bachelor
50,Female,Rent,Mega cable,Divorced,Movistar,1,Weekly,Android,YT Music,884001,Some College
34,Female,Own,Mega cable,Married,Telcel,3,Monthly,IOS,YT Music,884080,Master's Degree
45,Male,Rent,Axtel,Never Married,Telcel,2,Never,Android,YT Music,884112,High School
34,Male,Rent,Axtel,Never Married,Telcel,1,Never,Android,YT Music,884199,High School
38,Male,Rent,Mega cable,Divorced,Telcel,1,Never,Android,Spotify,884217,Bachelor
33,Female,Rent,Mega cable,Never Married,Movistar,1,Never,Android,Spotify,884225,High School
35,Male,Rent,Mega cable,Married,Telcel,3,Never,Android,YT Music,884248,Bachelor
31,Female,Rent,Axtel,Married,Movistar,2,Never,IOS,YT Music,884270,Doctorate
33,Male,Rent,Mega cable,Married,Movistar,2,Never,Android,YT Music,884303,Master's Degree
41,Male,Rent,Axtel,Married,Telcel,2,Rarely,IOS,YT Music,884339,Associate's Degree
35,Female,Rent,Axtel,Other,Movistar,2,Monthly,Android,YT Music,884357,Master's Degree
44,Male,Rent,Mega cable,Married,Telcel,2,Weekly,Android,YT Music,884384,Master's Degree
29,Male,Own,Mega cable,Married,Telcel,1,Never,Android,YT Music,884423,Some College
37,Male,Rent,Izzi,Never Married,Telcel,3,Weekly,Windows phone,Spotify,884596,High School
37,Male,Rent,Mega cable,Married,Telcel,2,Weekly,Android,YT Music,884624,Bachelor
34,Male,Own,Telmex,Married,Telcel,2,Weekly,IOS,YT Music,884673,Some College
41,Male,Rent,Axtel,Married,Telcel,3,Weekly,IOS,YT Music,884717,Bachelor
36,Female,Rent,Telmex,Married,Telcel,4,Weekly,IOS,YT Music,884766,Bachelor
26,Female,Rent,Telmex,Never Married,Movistar,1,Rarely,Android,YT Music,884789,High School
29,Male,Rent,Axtel,Married,Telcel,2,Never,Android,YT Music,884804,Bachelor
30,Male,Rent,Mega cable,Married,Telcel,1,Never,Android,YT Music,884848,Doctorate
40,Male,Rent,Mega cable,Divorced,Movistar,1,Never,Android,YT Music,884851,Bachelor
29,Male,Rent,Telmex,Married,Telcel,2,Never,Android,YT Music,884856,Doctorate
34,Male,Own,Mega cable,Never Married,Telcel,1,Never,Android,YT Music,884859,High School
33,Female,Rent,Axtel,Never Married,Movistar,1,Never,Android,YT Music,884860,High School
22,Male,Rent,Telmex,Never Married,Movistar,1,Never,Android,YT Music,884862,High School
30,Male,Rent,Telmex,Married,Movistar,1,Never,Android,Spotify,884867,Doctorate
32,Male,Rent,Axtel,Married,Telcel,2,Never,Android,YT Music,884870,Associate's Degree
29,Male,Rent,Telmex,Never Married,Movistar,3,Never,Android,YT Music,884872,High School
42,Female,Own,Mega cable,Married,Movistar,2,Never,IOS,YT Music,884873,Bachelor
43,Male,Own,Axtel,Married,Telcel,2,Weekly,Android,YT Music,884878,Bachelor
41,Male,Rent,Telmex,Married,Telcel,2,Never,Android,YT Music,884879,Doctorate
41,Male,Rent,Axtel,Married,Telcel,2,Weekly,Android,YT Music,884881,Doctorate
25,Male,Rent,Mega cable,Never Married,Movistar,1,Never,Android,YT Music,884887,High School
38,Male,Rent,Axtel,Married,Telcel,2,Never,Android,YT Music,884892,Doctorate
28,Male,Rent,Mega cable,Married,Telcel,0,Never,Android,YT Music,884895,Master's Degree
39,Male,Own,Mega cable,Never Married,Telcel,1,Rarely,IOS,YT Music,884897,High School
41,Female,Rent,Telmex,Separated,Movistar,1,Never,Android,YT Music,884899,Bachelor
35,Male,Rent,Axtel,Other,Telcel,2,Rarely,IOS,YT Music,884908,Master's Degree
29,Male,Rent,Mega cable,Married,Telcel,2,Weekly,Android,YT Music,884909,Bachelor
30,Male,Own,Mega cable,Other,Telcel,2,Never,Android,YT Music,884912,Grade School
34,Male,Rent,Axtel,Married,Telcel,2,Weekly,IOS,YT Music,884913,Bachelor
37,Male,Rent,Telmex,Never Married,Telcel,1,Never,Android,Spotify,884914,High School
36,Male,Own,Mega cable,Married,Telcel,2,Weekly,Android,YT Music,884916,Bachelor
28,Male,Rent,Mega cable,Married,Telcel,2,Monthly,Android,YT Music,884919,Master's Degree
44,Male,Own,Telmex,Separated,Telcel,1,Never,Android,YT Music,884920,Doctorate
24,Male,Rent,Axtel,Never Married,Movistar,1,Never,Android,YT Music,884921,High School
23,Male,Rent,Mega cable,Never Married,Movistar,1,Never,Android,YT Music,884924,High School
31,Male,Rent,Axtel,Married,Telcel,1,Never,Android,Spotify,884926,Master's Degree
21,Male,Rent,Mega cable,Never Married,Movistar,1,Never,Android,YT Music,884931,High School
40,Male,Rent,Mega cable,Married,Telcel,2,Never,Android,Spotify,884932,Doctorate
31,Male,Rent,Axtel,Married,Telcel,2,Weekly,IOS,YT Music,884939,Master's Degree
52,Male,Own,Telmex,Married,Telcel,1,Weekly,Android,YT Music,884945,Post-Doc
26,Male,Rent,Axtel,Married,Telcel,1,Weekly,IOS,YT Music,884947,Doctorate
33,Male,Rent,Axtel,Married,Telcel,2,Never,Android,YT Music,884948,Master's Degree
23,Male,Rent,Mega cable,Married,Movistar,2,Never,Android,YT Music,884949,Bachelor
32,Female,Rent,Telmex,Never Married,Movistar,1,Never,Android,Spotify,884951,High School
24,Male,Rent,Mega cable,Married,Movistar,1,Never,Android,YT Music,884954,Bachelor
26,Male,Rent,Mega cable,Never Married,Movistar,1,Rarely,IOS,YT Music,884955,High School
50,Male,Own,Mega cable,Married,Telcel,0,Weekly,Windows phone,YT Music,884960,Bachelor
54,Male,Rent,Mega cable,Married,Telcel,3,Weekly,Android,YT Music,884961,Doctorate
39,Female,Own,Telmex,Separated,Movistar,4,Never,Android,YT Music,884964,Bachelor
27,Male,Rent,Axtel,Never Married,Telcel,1,Never,Android,Spotify,884965,High School
26,Female,Own,Telmex,Never Married,Movistar,3,Never,Android,YT Music,884970,High School
45,Male,Rent,Axtel,Married,Telcel,2,Weekly,IOS,YT Music,884971,Bachelor
31,Male,Rent,Axtel,Never Married,Movistar,1,Rarely,IOS,YT Music,884976,High School
38,Male,Rent,Mega cable,Married,Telcel,1,Rarely,IOS,YT Music,884979,Bachelor
42,Male,Rent,Axtel,Married,Telcel,2,Weekly,Android,YT Music,884980,Bachelor
42,Male,Own,Izzi,Married,Telcel,2,Never,Android,Spotify,884987,Doctorate
39,Male,Rent,Axtel,Married,Telcel,2,Never,Android,YT Music,884988,Doctorate
43,Female,Rent,Mega cable,Married,Other,3,Weekly,IOS,YT Music,884989,Master's Degree
32,Male,Rent,Mega cable,Never Married,Movistar,1,Never,Android,YT Music,884995,High School
31,Male,Own,Mega cable,Married,Telcel,3,Weekly,Android,YT Music,884997,Grade School
33,Female,Rent,Mega cable,Other,Movistar,1,Never,Android,YT Music,884999,Bachelor
38,Female,Rent,Telmex,Never Married,Movistar,1,Never,Android,YT Music,885001,High School
37,Male,Rent,Axtel,Married,Telcel,2,Weekly,Android,YT Music,885004,Doctorate
37,Male,Rent,Telmex,Married,Telcel,3,Weekly,IOS,YT Music,885008,Doctorate
33,Male,Rent,Mega cable,Married,Telcel,3,Monthly,Android,YT Music,885017,Master's Degree
29,Female,Own,Mega cable,Married,Telcel,2,Rarely,IOS,YT Music,885024,Associate's Degree
37,Male,Rent,Axtel,Other,Telcel,2,Weekly,Android,YT Music,885032,Bachelor
41,Male,Rent,Telmex,Divorced,Telcel,1,Never,Android,YT Music,885039,Associate's Degree
41,Male,Rent,Mega cable,Married,Telcel,2,Weekly,Android,YT Music,885041,Master's Degree
31,Male,Own,Axtel,Never Married,Telcel,2,Never,Android,YT Music,885044,High School
30,Male,Own,Mega cable,Married,Telcel,2,Never,Android,YT Music,885047,Bachelor
34,Male,Own,Telmex,Married,Telcel,2,Weekly,IOS,YT Music,885052,Bachelor
48,Male,Own,Mega cable,Married,Telcel,1,Weekly,Android,YT Music,885056,Master's Degree
37,Male,Rent,Axtel,Married,Telcel,2,Weekly,Android,YT Music,885063,Bachelor
31,Male,Rent,Axtel,Never Married,Movistar,1,Never,Android,YT Music,885072,High School
23,Male,Own,Mega cable,Never Married,Movistar,1,Never,Android,YT Music,885075,High School
42,Male,Rent,Telmex,Never Married,Telcel,2,Never,Android,Spotify,885076,High School
29,Male,Rent,Axtel,Other,Telcel,2,Never,Android,YT Music,885079,Bachelor
33,Male,Rent,Telmex,Never Married,Movistar,1,Never,Android,Spotify,885084,High School
37,Male,Rent,Axtel,Married,Telcel,3,Never,Android,YT Music,885085,Bachelor
41,Male,Rent,Telmex,Married,Telcel,4,Never,Android,YT Music,885086,Bachelor
46,Male,Own,Mega cable,Never Married,Telcel,2,Rarely,IOS,YT Music,885097,High School
22,Male,Rent,Axtel,Never Married,Other,2,Never,Android,YT Music,885103,High School
40,Male,Rent,Mega cable,Never Married,Telcel,1,Rarely,IOS,YT Music,885104,High School
28,Male,Own,Axtel,Married,Telcel,2,Never,Android,YT Music,885107,Bachelor
40,Male,Rent,Mega cable,Married,Telcel,1,Never,Android,YT Music,885126,Bachelor
47,Male,Own,Axtel,Married,Telcel,3,Weekly,IOS,YT Music,885129,Doctorate
37,Male,Rent,Axtel,Married,Telcel,2,Weekly,Android,YT Music,885149,Post-Doc
29,Male,Rent,Axtel,Married,Telcel,1,Never,Android,YT Music,885152,Bachelor
33,Male,Rent,Mega cable,Married,Telcel,2,Never,Android,Spotify,885159,Master's Degree
41,Female,Rent,Mega cable,Married,Telcel,2,Never,IOS,Spotify,885163,Post-Doc
27,Male,Own,Axtel,Never Married,Telcel,1,Never,Android,YT Music,885168,High School
37,Female,Own,Axtel,Married,Movistar,1,Never,IOS,Other,885199,Bachelor
27,Male,Own,Telmex,Never Married,Movistar,1,Never,Android,Spotify,885210,High School
35,Female,Rent,Telmex,Married,Movistar,3,Weekly,IOS,Other,885220,Bachelor
29,Male,Rent,Mega cable,Never Married,Telcel,2,Monthly,Android,YT Music,885227,High School
34,Male,Rent,Telmex,Never Married,Movistar,1,Never,Android,Spotify,885229,High School
35,Male,Rent,Axtel,Married,Telcel,2,Never,Android,YT Music,885237,Doctorate
40,Male,Rent,Mega cable,Married,Telcel,2,Never,Android,YT Music,885260,Doctorate
28,Male,Rent,Mega cable,Married,Movistar,1,Never,Android,YT Music,885269,Post-Doc
36,Female,Rent,Telmex,Separated,Movistar,1,Weekly,Android,YT Music,885279,Bachelor
28,Male,Rent,Mega cable,Never Married,Movistar,1,Never,Android,YT Music,885282,High School
33,Male,Rent,Axtel,Married,Telcel,2,Never,Android,YT Music,885292,Bachelor
35,Male,Rent,Mega cable,Married,Telcel,1,Weekly,IOS,YT Music,885297,Master's Degree
35,Female,Rent,Telmex,Married,Movistar,1,Weekly,IOS,YT Music,885301,Associate's Degree
41,Male,Own,Mega cable,Divorced,Telcel,2,Rarely,IOS,YT Music,885314,Some College
36,Male,Rent,Axtel,Married,Telcel,2,Weekly,Android,YT Music,885316,Bachelor
31,Male,Own,Telmex,Never Married,Telcel,1,Never,Android,YT Music,885321,High School
32,Male,Rent,Axtel,Married,Telcel,0,Never,Android,YT Music,885341,Doctorate
30,Male,Rent,Telmex,Married,Telcel,1,Never,Android,YT Music,885344,Bachelor
29,Female,Rent,Other,Married,Telcel,3,Rarely,IOS,YT Music,885350,Some College
35,Male,Rent,Izzi,Married,Telcel,1,Weekly,IOS,YT Music,885360,Bachelor
27,Female,Own,Telmex,Never Married,Movistar,1,Never,Android,YT Music,885362,High School
32,Male,Rent,Telmex,Other,Movistar,1,Never,Android,YT Music,885365,Some College
27,Male,Rent,Telmex,Never Married,Movistar,1,Never,Android,YT Music,885373,High School
22,Male,Rent,Other,Never Married,Telcel,1,Never,Android,YT Music,885379,High School
29,Male,Own,Axtel,Never Married,Telcel,1,Monthly,Android,YT Music,885383,High School
41,Male,Rent,Mega cable,Married,Telcel,0,Rarely,IOS,Spotify,885396,Post-Doc
34,Male,Rent,Mega cable,Divorced,Telcel,1,Never,Android,YT Music,885416,Bachelor
56,Male,Rent,Telmex,Married,Telcel,1,Weekly,Android,Spotify,885449,Doctorate
33,Male,Rent,Mega cable,Married,Telcel,2,Never,Android,YT Music,885491,Bachelor
42,Male,Rent,Axtel,Married,Telcel,2,Never,Android,YT Music,885544,Post-Doc
33,Male,Rent,Telmex,Never Married,Movistar,1,Rarely,IOS,YT Music,885565,High School
38,Female,Rent,Telmex,Divorced,Movistar,2,Never,Android,Spotify,885582,Master's Degree
30,Female,Own,Mega cable,Married,Telcel,3,Never,IOS,YT Music,885638,Bachelor
44,Male,Own,Mega cable,Married,Telcel,3,Weekly,Android,YT Music,885715,Doctorate
32,Male,Rent,Axtel,Married,Telcel,2,Never,Android,YT Music,885811,Master's Degree
26,Male,Rent,Axtel,Never Married,Telcel,1,Never,Android,YT Music,885839,High School
32,Male,Rent,Axtel,Married,Telcel,3,Rarely,IOS,YT Music,885914,Bachelor
47,Male,Own,Axtel,Married,Telcel,3,Weekly,Android,YT Music,886081,Master's Degree
35,Male,Rent,Telmex,Married,Telcel,1,Never,Android,YT Music,886169,Bachelor
26,Male,Rent,Axtel,Never Married,Movistar,1,Never,Android,YT Music,886213,High School
39,Male,Rent,Mega cable,Never Married,Telcel,1,Weekly,Windows phone,YT Music,886308,High School
45,Male,Rent,Telmex,Married,Telcel,1,Never,Android,YT Music,886445,Post-Doc
34,Male,Rent,Mega cable,Married,Telcel,2,Weekly,IOS,YT Music,886455,Associate's Degree
45,Male,Rent,Mega cable,Divorced,Telcel,1,Weekly,Android,YT Music,886888,Bachelor
41,Female,Own,Mega cable,Married,Telcel,2,Weekly,IOS,YT Music,886898,Doctorate
46,Male,Rent,Axtel,Married,Telcel,3,Weekly,Android,Spotify,886938,Some College
26,Male,Own,Axtel,Married,Telcel,1,Monthly,Android,YT Music,886984,Bachelor
49,Male,Rent,Axtel,Other,Telcel,1,Never,Android,YT Music,886993,Master's Degree
38,Male,Rent,Mega cable,Married,Telcel,2,Weekly,Android,Spotify,887015,Associate's Degree
32,Female,Rent,Mega cable,Never Married,Telcel,1,Never,Android,Spotify,887022,High School
35,Female,Rent,Axtel,Married,Movistar,2,Rarely,IOS,Spotify,887026,Master's Degree
30,Male,Rent,Mega cable,Never Married,Telcel,1,Never,Android,Spotify,887086,High School
38,Male,Rent,Other,Married,Telcel,2,Never,Android,YT Music,887298,Bachelor
30,Male,Rent,Axtel,Married,Telcel,2,Monthly,Android,YT Music,887309,Bachelor
55,Male,Rent,Axtel,Married,Telcel,3,Weekly,IOS,YT Music,887325,Doctorate
32,Male,Own,Mega cable,Married,Telcel,2,Rarely,IOS,YT Music,887335,Master's Degree
55,Male,Rent,Axtel,Married,Telcel,2,Weekly,Android,Spotify,887347,Bachelor
